note_id,account_id,company,note_type,author,created_date,note_content,follow_up_required,follow_up_date
NOTE-01723,ACC-0298,Allied Facilities Management Systems,Escalation,Omar Castillo,2023-03-23,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,
NOTE-01724,ACC-0339,Metro Facilities Management Services,Renewal Discussion,Ravi Mehta,2024-03-08,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,
NOTE-01725,ACC-0100,Heritage Electrical Services,Renewal Discussion,Jordan Blake,2025-03-17,Renewal discussion initiated. Contract ends in 75 days. Customer considering cancellation.,No,
NOTE-01726,ACC-0572,TrustWorks Plumbing Partners,Email,Lena Fischer,2023-11-02,Followed up on QuickBooks integration. No response yet.,No,
NOTE-01727,ACC-0491,TrustWorks HVAC Partners,Email,Emma Solis,2023-04-03,Sent renewal email — awaiting response.,No,2023-04-13
NOTE-01728,ACC-0073,Heritage HVAC Systems,QBR,Tanya Oluoch,2024-08-01,Quarterly review completed. Key wins discussed. Upsell opportunity: send upsell proposal.,No,
NOTE-01729,ACC-0144,Reliable Pest Control Solutions,Health Check,Emma Solis,2024-06-17,Health score reviewed: 69.4. Status: Yellow. loop in SE flagged.,Yes,
NOTE-01730,ACC-0086,ProServ Electrical Solutions,Health Check,Tanya Oluoch,2025-01-14,Health score reviewed: 78.4. Status: Green. loop in SE flagged.,No,2025-01-21
NOTE-01731,ACC-0123,Reliable Pest Control Professionals,Call,Tanya Oluoch,2024-03-10,Check-in call completed. Customer positive. Next step: send documentation.,No,
NOTE-01732,ACC-0045,Allied Plumbing Experts,Renewal Discussion,Ravi Mehta,2025-02-09,Renewal discussion initiated. Contract ends in 34 days. Customer frustrated.,No,2025-02-14
NOTE-01733,ACC-0030,Premier HVAC Group,Call,Ravi Mehta,2023-02-04,Spoke with IT lead re: billing. Action: loop in SE.,No,
NOTE-01734,ACC-0094,Pinnacle Other Systems,Health Check,Lena Fischer,2023-03-08,Health score reviewed: 80.2. Status: Green. send documentation flagged.,No,
NOTE-01735,ACC-0524,BlueStar Pest Control Systems,Call,Emma Solis,2025-06-01,Spoke with office manager re: reporting. Action: loop in SE.,Yes,
NOTE-01736,ACC-0514,RapidFix HVAC Professionals,Upsell Attempt,Sadia Islam,2025-05-01,Discussed seat expansion — customer added 5 techs. MRR increase: $154.,Yes,2025-05-07
NOTE-01737,ACC-0080,TrustWorks Electrical Services,Email,Felix Brennan,2024-07-25,Customer replied re: QuickBooks integration. excited about new features.,No,2024-08-05
NOTE-01738,ACC-0352,Pinnacle HVAC Solutions,Escalation,Felix Brennan,2024-07-31,Customer escalated billing issue. Resolved within 17 hours.,No,2024-08-14
NOTE-01739,ACC-0297,Premier Electrical Professionals,Email,Omar Castillo,2023-07-17,Sent renewal email — awaiting response.,Yes,
NOTE-01740,ACC-0610,OneCall Electrical Works,Upsell Attempt,Ravi Mehta,2023-07-02,Presented Analytics Add-On demo. Customer excited about new features.,No,
NOTE-01741,ACC-0009,RapidFix Pest Control Solutions,Renewal Discussion,Emma Solis,2023-01-08,Renewal discussion initiated. Contract ends in 81 days. Customer neutral.,No,
NOTE-01742,ACC-0630,RapidFix Plumbing Experts,Upsell Attempt,Ravi Mehta,2025-03-08,Discussed seat expansion — customer added 4 techs. MRR increase: $147.,No,2025-03-16
NOTE-01743,ACC-0395,Elite Plumbing Solutions,Call,Sadia Islam,2024-12-07,Spoke with the GM re: pricing. Action: loop in SE.,No,2024-12-14
NOTE-01744,ACC-0346,SwiftLine Pest Control Partners,QBR,Tanya Oluoch,2025-03-25,Quarterly review completed. Key wins discussed. Upsell opportunity: schedule follow-up.,No,
NOTE-01745,ACC-0030,Premier HVAC Group,Health Check,Ravi Mehta,2024-09-02,Health score reviewed: 74.6. Status: Green. schedule follow-up flagged.,Yes,
NOTE-01746,ACC-0349,BlueStar Electrical Services,Escalation,Omar Castillo,2023-02-26,Escalated ticket re: QuickBooks sync. Engineering engaged.,Yes,2023-03-03
NOTE-01747,ACC-0283,Elite Pest Control Partners,Email,Omar Castillo,2024-05-06,Followed up on pricing. No response yet.,Yes,
NOTE-01748,ACC-0301,OneCall HVAC Professionals,Call,Omar Castillo,2024-06-04,Spoke with the GM re: pricing. Action: schedule follow-up.,No,
NOTE-01749,ACC-0508,National Electrical Experts,Call,Felix Brennan,2023-10-18,Check-in call completed. Customer excited about new features. Next step: loop in SE.,Yes,
NOTE-01750,ACC-0588,Apex Pest Control Services,Call,Ravi Mehta,2025-04-06,Spoke with the owner re: billing. Action: send documentation.,No,2025-04-12
NOTE-01751,ACC-0316,Pinnacle HVAC Group,Renewal Discussion,Ravi Mehta,2023-10-15,Renewal discussion initiated. Contract ends in 57 days. Customer frustrated.,No,
NOTE-01752,ACC-0214,RapidFix Pest Control Solutions,QBR,Jordan Blake,2025-05-30,"QBR held with the GM. Reviewed usage metrics, discussed scheduling features. Customer excited about new features.",No,2025-06-03
NOTE-01753,ACC-0373,Premier Electrical Solutions,Call,Jordan Blake,2024-03-04,Check-in call completed. Customer frustrated. Next step: escalate to VP CS.,No,2024-03-07
NOTE-01754,ACC-0354,Allied HVAC Works,Email,Jordan Blake,2025-02-08,Customer replied re: reporting. frustrated.,No,
NOTE-01755,ACC-0572,TrustWorks Plumbing Partners,Call,Lena Fischer,2023-05-25,Check-in call completed. Customer neutral. Next step: send upsell proposal.,Yes,
NOTE-01756,ACC-0159,BlueStar HVAC Professionals,Email,Emma Solis,2025-03-04,Sent renewal email — awaiting response.,No,2025-03-18
NOTE-01757,ACC-0496,Dynamic HVAC Associates,Escalation,Felix Brennan,2023-06-10,Escalated ticket re: QuickBooks sync. Engineering engaged.,Yes,
NOTE-01758,ACC-0616,SwiftLine HVAC Group,Renewal Discussion,Tanya Oluoch,2024-03-05,Renewal discussion initiated. Contract ends in 42 days. Customer positive.,No,2024-03-11
NOTE-01759,ACC-0096,RapidFix Electrical Partners,Call,Omar Castillo,2023-09-04,Check-in call completed. Customer neutral. Next step: escalate to VP CS.,Yes,2023-09-17
NOTE-01760,ACC-0484,Dynamic Plumbing Solutions,Renewal Discussion,Sadia Islam,2024-01-23,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,
NOTE-01761,ACC-0140,TrustWorks Plumbing Associates,Email,Emma Solis,2023-08-02,Customer replied re: billing. positive.,No,
NOTE-01762,ACC-0308,Apex Electrical Services,Email,Jordan Blake,2025-01-25,Sent renewal email — awaiting response.,No,
NOTE-01763,ACC-0106,Reliable Plumbing Associates,Email,Sadia Islam,2024-03-19,Followed up on QuickBooks integration. No response yet.,Yes,
NOTE-01764,ACC-0188,TrustWorks HVAC Services,Upsell Attempt,Lena Fischer,2023-01-10,Discussed seat expansion — customer added 5 techs. MRR increase: $297.,Yes,
NOTE-01765,ACC-0499,TrustWorks HVAC Systems,QBR,Jordan Blake,2023-07-13,"QBR held with the GM. Reviewed usage metrics, discussed mobile app adoption. Customer neutral.",No,
NOTE-01766,ACC-0445,Reliable Pest Control Experts,Email,Jordan Blake,2023-02-28,Followed up on pricing. No response yet.,No,
NOTE-01767,ACC-0460,BlueStar HVAC Services,Call,Lena Fischer,2024-04-26,Spoke with the owner re: mobile app adoption. Action: schedule follow-up.,No,2024-04-29
NOTE-01768,ACC-0064,RapidFix Facilities Management Services,Call,Felix Brennan,2023-09-17,Spoke with the owner re: pricing. Action: send documentation.,No,
NOTE-01769,ACC-0227,SwiftLine Landscaping Solutions,Call,Emma Solis,2023-06-19,Check-in call completed. Customer positive. Next step: loop in SE.,No,
NOTE-01770,ACC-0287,Pinnacle Facilities Management Group,Upsell Attempt,Felix Brennan,2024-08-21,Discussed seat expansion — customer added 4 techs. MRR increase: $343.,No,2024-08-26
NOTE-01771,ACC-0162,Summit HVAC Professionals,Health Check,Ravi Mehta,2025-02-15,Weekly health check — score 74.9. Mobile adoption at risk.,No,2025-02-22
NOTE-01772,ACC-0415,Metro Facilities Management Services,Call,Lena Fischer,2023-02-10,Check-in call completed. Customer frustrated. Next step: send upsell proposal.,No,
NOTE-01773,ACC-0604,OneCall HVAC Experts,Call,Felix Brennan,2025-05-15,Spoke with ops director re: mobile app adoption. Action: escalate to VP CS.,No,
NOTE-01774,ACC-0358,Summit Plumbing Associates,Escalation,Emma Solis,2024-07-22,Customer escalated billing issue. Resolved within 5 hours.,Yes,
NOTE-01775,ACC-0213,Metro Other Experts,Call,Ravi Mehta,2025-05-06,Spoke with ops director re: billing. Action: escalate to VP CS.,Yes,2025-05-10
NOTE-01776,ACC-0589,Reliable HVAC Experts,QBR,Jordan Blake,2025-05-10,"QBR held with the owner. Reviewed usage metrics, discussed QuickBooks integration. Customer considering cancellation.",Yes,2025-05-18
NOTE-01777,ACC-0145,SwiftLine Plumbing Technologies,Health Check,Lena Fischer,2023-04-08,Health score reviewed: 77.8. Status: Green. loop in SE flagged.,Yes,
NOTE-01778,ACC-0365,Elite HVAC Technologies,Email,Lena Fischer,2023-10-26,Sent renewal email — awaiting response.,No,2023-11-08
NOTE-01779,ACC-0080,TrustWorks Electrical Services,Email,Felix Brennan,2023-08-02,Customer replied re: scheduling features. neutral.,Yes,2023-08-11
NOTE-01780,ACC-0587,Premier Plumbing Solutions,Email,Lena Fischer,2024-08-04,Customer replied re: scheduling features. considering cancellation.,No,
NOTE-01781,ACC-0371,Summit HVAC Group,Call,Lena Fischer,2023-08-06,Spoke with office manager re: scheduling features. Action: send upsell proposal.,Yes,
NOTE-01782,ACC-0489,Heritage HVAC Experts,Call,Sadia Islam,2024-09-12,Spoke with office manager re: QuickBooks integration. Action: send documentation.,No,
NOTE-01783,ACC-0463,ProServ HVAC Experts,Upsell Attempt,Felix Brennan,2023-05-17,Discussed seat expansion — customer added 1 techs. MRR increase: $106.,No,2023-05-27
NOTE-01784,ACC-0375,ProServ HVAC Solutions,Upsell Attempt,Tanya Oluoch,2024-06-15,Presented Analytics Add-On demo. Customer neutral.,No,
NOTE-01785,ACC-0065,Premier Plumbing Systems,QBR,Omar Castillo,2023-12-09,Quarterly review completed. Key wins discussed. Upsell opportunity: escalate to VP CS.,No,2023-12-19
NOTE-01786,ACC-0414,Summit HVAC Systems,Email,Ravi Mehta,2023-01-13,Customer replied re: scheduling features. excited about new features.,Yes,
NOTE-01787,ACC-0041,Metro HVAC Technologies,Call,Felix Brennan,2024-03-29,Spoke with the GM re: reporting. Action: send upsell proposal.,Yes,2024-04-06
NOTE-01788,ACC-0495,BlueStar Landscaping Professionals,QBR,Tanya Oluoch,2023-06-28,"QBR held with the GM. Reviewed usage metrics, discussed mobile app adoption. Customer excited about new features.",No,2023-07-03
NOTE-01789,ACC-0386,RapidFix Electrical Systems,Call,Tanya Oluoch,2024-01-13,Spoke with IT lead re: mobile app adoption. Action: loop in SE.,No,
NOTE-01790,ACC-0301,OneCall HVAC Professionals,Email,Omar Castillo,2025-01-19,Customer replied re: billing. considering cancellation.,No,2025-01-31
NOTE-01791,ACC-0539,Regional Plumbing Systems,Upsell Attempt,Sadia Islam,2024-06-20,Presented Analytics Add-On demo. Customer positive.,No,
NOTE-01792,ACC-0067,Pinnacle HVAC Solutions,QBR,Sadia Islam,2023-12-30,Quarterly review completed. Key wins discussed. Upsell opportunity: send documentation.,No,2024-01-07
NOTE-01793,ACC-0029,Regional HVAC Works,Renewal Discussion,Sadia Islam,2025-02-16,Renewal discussion initiated. Contract ends in 76 days. Customer excited about new features.,Yes,
NOTE-01794,ACC-0482,Allied Other Services,Upsell Attempt,Sadia Islam,2024-04-30,Presented Analytics Add-On demo. Customer positive.,Yes,
NOTE-01795,ACC-0214,RapidFix Pest Control Solutions,Call,Jordan Blake,2024-12-24,Spoke with the GM re: mobile app adoption. Action: send upsell proposal.,No,2025-01-04
NOTE-01796,ACC-0635,TrustWorks HVAC Associates,QBR,Felix Brennan,2023-08-29,"QBR held with IT lead. Reviewed usage metrics, discussed QuickBooks integration. Customer positive.",No,
NOTE-01797,ACC-0041,Metro HVAC Technologies,Health Check,Felix Brennan,2023-10-28,Weekly health check — score 70.4. Mobile adoption at risk.,No,
NOTE-01798,ACC-0354,Allied HVAC Works,Call,Jordan Blake,2023-08-27,Spoke with the GM re: billing. Action: loop in SE.,Yes,
NOTE-01799,ACC-0401,TrustWorks HVAC Group,Renewal Discussion,Felix Brennan,2024-07-15,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,
NOTE-01800,ACC-0102,Regional HVAC Associates,Call,Ravi Mehta,2024-04-12,Check-in call completed. Customer excited about new features. Next step: escalate to VP CS.,No,
NOTE-01801,ACC-0134,ProServ Other Professionals,Call,Emma Solis,2024-09-05,Spoke with IT lead re: pricing. Action: send documentation.,No,
NOTE-01802,ACC-0122,Summit Facilities Management Group,QBR,Omar Castillo,2025-02-18,Quarterly review completed. Key wins discussed. Upsell opportunity: send documentation.,No,
NOTE-01803,ACC-0595,National HVAC Services,Call,Felix Brennan,2023-08-29,Check-in call completed. Customer excited about new features. Next step: loop in SE.,No,2023-09-10
NOTE-01804,ACC-0367,ProServ Plumbing Experts,Upsell Attempt,Emma Solis,2023-07-20,Presented Analytics Add-On demo. Customer frustrated.,No,2023-07-28
NOTE-01805,ACC-0629,Premier Facilities Management Works,Renewal Discussion,Lena Fischer,2024-10-17,Renewal discussion initiated. Contract ends in 67 days. Customer considering cancellation.,Yes,
NOTE-01806,ACC-0003,SwiftLine Plumbing Group,Upsell Attempt,Sadia Islam,2023-07-30,Presented Analytics Add-On demo. Customer excited about new features.,Yes,
NOTE-01807,ACC-0283,Elite Pest Control Partners,Escalation,Omar Castillo,2024-02-17,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,2024-03-02
NOTE-01808,ACC-0170,National HVAC Technologies,Call,Sadia Islam,2025-03-11,Spoke with IT lead re: billing. Action: send documentation.,Yes,
NOTE-01809,ACC-0381,Dynamic Electrical Professionals,Email,Jordan Blake,2024-11-23,Sent renewal email — awaiting response.,No,
NOTE-01810,ACC-0290,Reliable Other Services,Call,Felix Brennan,2024-04-15,Check-in call completed. Customer considering cancellation. Next step: escalate to VP CS.,Yes,2024-04-21
NOTE-01811,ACC-0283,Elite Pest Control Partners,Upsell Attempt,Omar Castillo,2023-09-20,Presented Analytics Add-On demo. Customer positive.,Yes,
NOTE-01812,ACC-0182,Elite Pest Control Systems,Escalation,Lena Fischer,2025-01-16,Customer escalated billing issue. Resolved within 22 hours.,Yes,
NOTE-01813,ACC-0155,Dynamic Plumbing Professionals,Call,Sadia Islam,2023-09-18,Spoke with IT lead re: QuickBooks integration. Action: loop in SE.,Yes,2023-09-21
NOTE-01814,ACC-0387,Premier Facilities Management Solutions,Health Check,Ravi Mehta,2023-05-05,Weekly health check — score 75.4. Mobile adoption at risk.,Yes,2023-05-17
NOTE-01815,ACC-0261,OneCall HVAC Systems,Escalation,Jordan Blake,2024-12-10,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,2024-12-20
NOTE-01816,ACC-0003,SwiftLine Plumbing Group,Health Check,Sadia Islam,2023-08-12,Weekly health check — score 62.8. Mobile adoption at risk.,No,
NOTE-01817,ACC-0390,TrustWorks Facilities Management Group,Upsell Attempt,Emma Solis,2024-03-26,Presented Analytics Add-On demo. Customer frustrated.,No,
NOTE-01818,ACC-0068,Reliable Pest Control Partners,QBR,Felix Brennan,2023-05-05,"QBR held with office manager. Reviewed usage metrics, discussed reporting. Customer positive.",No,
NOTE-01819,ACC-0359,Summit HVAC Services,Upsell Attempt,Emma Solis,2023-09-28,Presented Analytics Add-On demo. Customer positive.,Yes,
NOTE-01820,ACC-0536,ProServ Pest Control Solutions,Upsell Attempt,Tanya Oluoch,2023-11-13,Presented Analytics Add-On demo. Customer positive.,Yes,
NOTE-01821,ACC-0005,Dynamic Pest Control Group,Email,Lena Fischer,2023-05-02,Sent renewal email — awaiting response.,No,
NOTE-01822,ACC-0524,BlueStar Pest Control Systems,Call,Emma Solis,2023-10-19,Spoke with the owner re: scheduling features. Action: send documentation.,Yes,2023-10-29
NOTE-01823,ACC-0320,Regional Facilities Management Works,Health Check,Emma Solis,2024-07-08,Weekly health check — score 70.4. Mobile adoption at risk.,No,
NOTE-01824,ACC-0535,RapidFix Facilities Management Partners,Health Check,Ravi Mehta,2024-01-21,Weekly health check — score 91.8. Mobile adoption at risk.,Yes,
NOTE-01825,ACC-0104,Summit Plumbing Works,Email,Ravi Mehta,2024-06-29,Customer replied re: scheduling features. considering cancellation.,Yes,2024-07-02
NOTE-01826,ACC-0614,Dynamic Pest Control Systems,Call,Lena Fischer,2023-06-11,Spoke with office manager re: reporting. Action: send documentation.,Yes,
NOTE-01827,ACC-0213,Metro Other Experts,QBR,Ravi Mehta,2023-02-21,"QBR held with the GM. Reviewed usage metrics, discussed reporting. Customer neutral.",No,2023-03-06
NOTE-01828,ACC-0167,Apex Plumbing Associates,Email,Lena Fischer,2024-08-22,Customer replied re: pricing. excited about new features.,Yes,
NOTE-01829,ACC-0583,Heritage HVAC Experts,Email,Tanya Oluoch,2023-06-30,Customer replied re: reporting. frustrated.,Yes,
NOTE-01830,ACC-0297,Premier Electrical Professionals,Call,Omar Castillo,2024-08-08,Spoke with the GM re: mobile app adoption. Action: escalate to VP CS.,No,
NOTE-01831,ACC-0446,Heritage Plumbing Group,Health Check,Jordan Blake,2023-12-14,Weekly health check — score 51.8. Mobile adoption at risk.,No,
NOTE-01832,ACC-0636,TrustWorks HVAC Experts,Upsell Attempt,Jordan Blake,2025-01-09,Discussed seat expansion — customer added 1 techs. MRR increase: $468.,No,
NOTE-01833,ACC-0425,Regional Plumbing Associates,Escalation,Omar Castillo,2025-04-09,Escalated ticket re: QuickBooks sync. Engineering engaged.,Yes,2025-04-20
NOTE-01834,ACC-0481,Dynamic Facilities Management Services,QBR,Jordan Blake,2024-04-07,"QBR held with ops director. Reviewed usage metrics, discussed reporting. Customer frustrated.",Yes,
NOTE-01835,ACC-0631,Elite HVAC Systems,Call,Sadia Islam,2024-12-20,Check-in call completed. Customer excited about new features. Next step: send documentation.,No,
NOTE-01836,ACC-0155,Dynamic Plumbing Professionals,QBR,Sadia Islam,2023-09-22,Quarterly review completed. Key wins discussed. Upsell opportunity: send upsell proposal.,Yes,
NOTE-01837,ACC-0443,Reliable Facilities Management Associates,Call,Tanya Oluoch,2024-08-28,Spoke with office manager re: QuickBooks integration. Action: escalate to VP CS.,No,
NOTE-01838,ACC-0347,ProServ Electrical Professionals,Upsell Attempt,Lena Fischer,2024-02-22,Presented Analytics Add-On demo. Customer positive.,No,2024-02-28
NOTE-01839,ACC-0050,OneCall Facilities Management Group,Escalation,Lena Fischer,2023-09-16,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,
NOTE-01840,ACC-0461,Heritage Pest Control Solutions,Renewal Discussion,Jordan Blake,2024-05-01,Renewal proposal sent. Upsell discussed: Analytics Add-On.,Yes,2024-05-08
NOTE-01841,ACC-0257,Premier Electrical Solutions,QBR,Tanya Oluoch,2023-05-13,"QBR held with ops director. Reviewed usage metrics, discussed reporting. Customer positive.",Yes,2023-05-23
NOTE-01842,ACC-0538,Regional HVAC Technologies,Upsell Attempt,Lena Fischer,2024-12-06,Presented Analytics Add-On demo. Customer considering cancellation.,No,
NOTE-01843,ACC-0352,Pinnacle HVAC Solutions,Escalation,Felix Brennan,2023-07-15,Customer escalated billing issue. Resolved within 19 hours.,No,2023-07-18
NOTE-01844,ACC-0377,SwiftLine Plumbing Group,QBR,Tanya Oluoch,2024-06-26,Quarterly review completed. Key wins discussed. Upsell opportunity: send upsell proposal.,No,
NOTE-01845,ACC-0133,Metro Pest Control Technologies,Call,Felix Brennan,2023-07-16,Check-in call completed. Customer positive. Next step: loop in SE.,Yes,2023-07-19
NOTE-01846,ACC-0373,Premier Electrical Solutions,Upsell Attempt,Jordan Blake,2025-02-05,Presented Analytics Add-On demo. Customer considering cancellation.,No,
NOTE-01847,ACC-0499,TrustWorks HVAC Systems,Call,Jordan Blake,2024-11-05,Spoke with office manager re: pricing. Action: send upsell proposal.,No,
NOTE-01848,ACC-0600,Pinnacle Pest Control Group,Upsell Attempt,Jordan Blake,2024-09-08,Discussed seat expansion — customer added 5 techs. MRR increase: $106.,No,
NOTE-01849,ACC-0343,Metro HVAC Services,Call,Jordan Blake,2023-12-17,Check-in call completed. Customer frustrated. Next step: escalate to VP CS.,Yes,2023-12-26
NOTE-01850,ACC-0246,Apex HVAC Professionals,Email,Emma Solis,2024-04-19,Sent renewal email — awaiting response.,No,2024-04-26
NOTE-01851,ACC-0554,Dynamic Plumbing Systems,Renewal Discussion,Tanya Oluoch,2024-09-16,Renewal discussion initiated. Contract ends in 47 days. Customer frustrated.,Yes,2024-09-29
NOTE-01852,ACC-0467,Allied HVAC Partners,QBR,Emma Solis,2024-09-08,"QBR held with the GM. Reviewed usage metrics, discussed billing. Customer excited about new features.",Yes,
NOTE-01853,ACC-0441,BlueStar HVAC Systems,Renewal Discussion,Ravi Mehta,2023-10-04,Renewal discussion initiated. Contract ends in 59 days. Customer considering cancellation.,No,
NOTE-01854,ACC-0459,TrustWorks Facilities Management Group,Call,Lena Fischer,2023-01-21,Spoke with ops director re: scheduling features. Action: schedule follow-up.,No,
NOTE-01855,ACC-0290,Reliable Other Services,Call,Felix Brennan,2024-07-31,Spoke with ops director re: QuickBooks integration. Action: send documentation.,No,
NOTE-01856,ACC-0632,Reliable Facilities Management Systems,Health Check,Sadia Islam,2025-02-02,Health score reviewed: 83.2. Status: Green. escalate to VP CS flagged.,Yes,
NOTE-01857,ACC-0596,Pinnacle Plumbing Systems,Email,Tanya Oluoch,2024-05-22,Sent renewal email — awaiting response.,No,2024-06-05
NOTE-01858,ACC-0214,RapidFix Pest Control Solutions,Escalation,Jordan Blake,2024-08-03,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,
NOTE-01859,ACC-0584,Reliable Electrical Technologies,Call,Emma Solis,2025-04-23,Spoke with the owner re: pricing. Action: send upsell proposal.,Yes,2025-05-02
NOTE-01860,ACC-0367,ProServ Plumbing Experts,Call,Emma Solis,2023-08-18,Spoke with IT lead re: pricing. Action: send documentation.,No,
NOTE-01861,ACC-0231,Allied HVAC Associates,Health Check,Emma Solis,2023-05-15,Weekly health check — score 67.2. Mobile adoption at risk.,No,
NOTE-01862,ACC-0187,OneCall HVAC Group,QBR,Jordan Blake,2023-11-21,"QBR held with ops director. Reviewed usage metrics, discussed scheduling features. Customer excited about new features.",Yes,
NOTE-01863,ACC-0541,Dynamic Pest Control Professionals,Upsell Attempt,Ravi Mehta,2023-04-25,Discussed seat expansion — customer added 5 techs. MRR increase: $197.,No,
NOTE-01864,ACC-0505,Dynamic Electrical Solutions,QBR,Lena Fischer,2023-01-30,Quarterly review completed. Key wins discussed. Upsell opportunity: loop in SE.,No,2023-02-06
NOTE-01865,ACC-0183,Apex HVAC Associates,Call,Omar Castillo,2023-04-30,Spoke with office manager re: scheduling features. Action: send upsell proposal.,Yes,2023-05-10
NOTE-01866,ACC-0599,National Pest Control Partners,QBR,Felix Brennan,2024-09-11,Quarterly review completed. Key wins discussed. Upsell opportunity: loop in SE.,Yes,2024-09-21
NOTE-01867,ACC-0313,TrustWorks Electrical Experts,Email,Omar Castillo,2023-12-16,Sent renewal email — awaiting response.,No,
NOTE-01868,ACC-0415,Metro Facilities Management Services,Escalation,Lena Fischer,2024-10-29,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,2024-11-05
NOTE-01869,ACC-0477,Apex HVAC Partners,Renewal Discussion,Ravi Mehta,2023-01-10,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,
NOTE-01870,ACC-0303,Heritage HVAC Experts,Email,Emma Solis,2024-07-28,Customer replied re: QuickBooks integration. positive.,No,2024-08-01
NOTE-01871,ACC-0584,Reliable Electrical Technologies,Call,Emma Solis,2024-01-28,Check-in call completed. Customer frustrated. Next step: escalate to VP CS.,No,2024-02-02
NOTE-01872,ACC-0028,OneCall Electrical Experts,QBR,Omar Castillo,2024-03-22,Quarterly review completed. Key wins discussed. Upsell opportunity: loop in SE.,No,2024-04-02
NOTE-01873,ACC-0610,OneCall Electrical Works,Call,Ravi Mehta,2024-08-15,Check-in call completed. Customer considering cancellation. Next step: loop in SE.,No,2024-08-22
NOTE-01874,ACC-0145,SwiftLine Plumbing Technologies,Email,Lena Fischer,2024-10-01,Sent renewal email — awaiting response.,No,
NOTE-01875,ACC-0357,Reliable Other Partners,Call,Tanya Oluoch,2024-10-22,Spoke with IT lead re: pricing. Action: send upsell proposal.,No,2024-10-25
NOTE-01876,ACC-0624,ProServ HVAC Associates,Escalation,Felix Brennan,2024-07-27,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,
NOTE-01877,ACC-0610,OneCall Electrical Works,QBR,Ravi Mehta,2023-02-28,Quarterly review completed. Key wins discussed. Upsell opportunity: loop in SE.,No,
NOTE-01878,ACC-0513,TrustWorks Facilities Management Group,Email,Jordan Blake,2023-01-12,Sent renewal email — awaiting response.,No,
NOTE-01879,ACC-0533,Regional Electrical Associates,Health Check,Emma Solis,2024-07-24,Health score reviewed: 74.4. Status: Green. schedule follow-up flagged.,No,
NOTE-01880,ACC-0564,Allied Facilities Management Group,Email,Felix Brennan,2023-05-23,Sent renewal email — awaiting response.,No,
NOTE-01881,ACC-0516,Elite HVAC Technologies,Call,Omar Castillo,2023-12-25,Spoke with ops director re: reporting. Action: schedule follow-up.,No,2024-01-07
NOTE-01882,ACC-0622,SwiftLine HVAC Systems,Health Check,Omar Castillo,2023-11-30,Weekly health check — score 81.6. Mobile adoption at risk.,No,
NOTE-01883,ACC-0259,OneCall Landscaping Services,Call,Tanya Oluoch,2025-03-22,Spoke with IT lead re: pricing. Action: loop in SE.,No,2025-03-25
NOTE-01884,ACC-0191,Pinnacle Landscaping Associates,Renewal Discussion,Ravi Mehta,2023-05-21,Renewal discussion initiated. Contract ends in 30 days. Customer excited about new features.,No,
NOTE-01885,ACC-0142,OneCall Electrical Technologies,QBR,Omar Castillo,2024-06-30,Quarterly review completed. Key wins discussed. Upsell opportunity: send documentation.,Yes,
NOTE-01886,ACC-0118,TrustWorks Electrical Systems,Call,Emma Solis,2025-05-06,Check-in call completed. Customer considering cancellation. Next step: escalate to VP CS.,No,
NOTE-01887,ACC-0346,SwiftLine Pest Control Partners,Call,Tanya Oluoch,2023-05-23,Spoke with the GM re: scheduling features. Action: send documentation.,No,2023-06-02
NOTE-01888,ACC-0560,Summit Facilities Management Solutions,Email,Tanya Oluoch,2025-05-25,Customer replied re: QuickBooks integration. considering cancellation.,No,
NOTE-01889,ACC-0229,ProServ Other Experts,Email,Sadia Islam,2023-04-02,Followed up on QuickBooks integration. No response yet.,No,
NOTE-01890,ACC-0596,Pinnacle Plumbing Systems,Upsell Attempt,Tanya Oluoch,2024-06-19,Presented Analytics Add-On demo. Customer excited about new features.,Yes,
NOTE-01891,ACC-0328,ProServ Electrical Professionals,Health Check,Ravi Mehta,2024-05-22,Health score reviewed: 79.0. Status: Green. schedule follow-up flagged.,No,
NOTE-01892,ACC-0575,National Pest Control Associates,Email,Felix Brennan,2023-03-22,Sent renewal email — awaiting response.,No,
NOTE-01893,ACC-0073,Heritage HVAC Systems,Health Check,Tanya Oluoch,2024-12-14,Weekly health check — score 56.4. Mobile adoption at risk.,Yes,
NOTE-01894,ACC-0532,SwiftLine Other Services,Health Check,Lena Fischer,2023-06-01,Health score reviewed: 48.5. Status: Yellow. schedule follow-up flagged.,No,
NOTE-01895,ACC-0279,Premier Plumbing Solutions,Call,Felix Brennan,2025-02-14,Check-in call completed. Customer excited about new features. Next step: send upsell proposal.,Yes,
NOTE-01896,ACC-0509,Allied HVAC Associates,Call,Lena Fischer,2025-04-15,Check-in call completed. Customer positive. Next step: send upsell proposal.,Yes,
