account_id,company,industry,state,plan,tech_count,mrr,arr,contract_months,start_date,renewal_date,csm_owner,health_score,health_status,logins_last_30d,jobs_dispatched_30d,mobile_adoption_pct,nps_score,open_p1p2_tickets,last_login_date,last_qbr_date,analytics_addon,inventory_addon,portal_pro_addon,churn_risk_flag,expansion_potential
ACC-0384,RapidFix Pest Control Group,Pest Control,MO,Pro,53,1426.48,17117.76,12,2019-10-11,2020-10-05,Felix Brennan,55.8,Yellow,3,59,25,6,2,2025-04-29,2025-05-01,No,No,No,No,Low
ACC-0385,ProServ Plumbing Solutions,Plumbing,FL,Growth,12,792.4,9508.8,36,2021-07-14,2024-06-28,Tanya Oluoch,75.6,Green,33,41,18,6,2,2025-05-23,,No,No,No,No,Low
ACC-0386,RapidFix Electrical Systems,Electrical,PA,Growth,14,750.87,9010.44,12,2020-04-20,2021-04-15,Tanya Oluoch,70.2,Green,26,48,26,5,5,2025-05-26,,No,No,Yes,No,High
ACC-0387,Premier Facilities Management Solutions,Facilities Management,TN,Pro,38,2053.63,24643.56,24,2022-12-15,2024-12-04,Ravi Mehta,75.4,Green,22,60,57,4,6,2025-05-18,2025-01-28,No,No,No,No,Medium
ACC-0388,RapidFix Facilities Management Experts,Facilities Management,TX,Starter,1,364.11,4369.32,24,2022-01-18,2024-01-08,Felix Brennan,75.0,Green,26,50,45,4,4,2025-05-18,,Yes,No,No,No,Low
ACC-0389,Premier HVAC Partners,HVAC,GA,Pro,28,1658.08,19896.96,36,2024-01-29,2027-01-13,Jordan Blake,61.0,Yellow,21,2,47,10,5,2025-05-19,2025-03-08,No,No,No,No,Medium
ACC-0390,TrustWorks Facilities Management Group,Facilities Management,MO,Growth,8,745.9,8950.8,12,2020-08-28,2021-08-23,Emma Solis,52.2,Yellow,5,6,86,7,4,2025-05-29,,No,Yes,Yes,No,Low
ACC-0391,National HVAC Systems,HVAC,NY,Growth,15,978.39,11740.68,24,2019-08-20,2021-08-09,Jordan Blake,53.6,Yellow,4,5,88,8,3,2025-05-03,,No,No,Yes,No,None
ACC-0392,Apex HVAC Associates,HVAC,WI,Pro,21,2096.34,25156.08,24,2019-07-31,2021-07-20,Emma Solis,75.6,Green,21,49,63,1,4,2025-06-01,2025-03-01,No,No,No,No,High
ACC-0393,Regional HVAC Solutions,HVAC,CA,Starter,5,273.83,3285.96,24,2023-06-24,2025-06-13,Jordan Blake,79.4,Green,39,43,37,6,2,2025-05-28,,No,No,Yes,No,None
ACC-0394,Allied Electrical Associates,Electrical,OH,Pro,56,1510.63,18127.56,12,2022-06-09,2023-06-04,Tanya Oluoch,80.9,Green,14,25,77,7,2,2025-05-06,2025-03-14,No,No,No,No,Low
ACC-0395,Elite Plumbing Solutions,Plumbing,WI,Growth,7,686.47,8237.64,12,2020-12-15,2021-12-10,Sadia Islam,61.4,Yellow,26,4,21,4,0,2025-04-28,,No,No,Yes,No,Medium
ACC-0396,Summit Pest Control Group,Pest Control,OH,Growth,15,685.51,8226.12,24,2024-08-29,2026-08-19,Omar Castillo,71.0,Green,27,50,15,8,5,2025-05-05,,Yes,Yes,No,No,None
ACC-0397,National HVAC Technologies,HVAC,NY,Growth,17,747.1,8965.2,12,2022-10-27,2023-10-22,Jordan Blake,83.6,Green,24,9,97,7,0,2025-05-21,,No,No,No,No,Medium
ACC-0398,SwiftLine Plumbing Solutions,Plumbing,NV,Starter,5,284.31,3411.72,12,2022-08-15,2023-08-10,Lena Fischer,80.4,Green,40,54,72,6,6,2025-05-19,,No,No,Yes,No,None
ACC-0399,RapidFix Landscaping Solutions,Landscaping,VA,Starter,1,384.69,4616.28,12,2021-12-03,2022-11-28,Sadia Islam,77.0,Green,19,15,71,10,4,2025-05-30,,No,Yes,No,No,None
ACC-0400,Metro Pest Control Partners,Pest Control,AZ,Starter,4,367.8,4413.6,24,2019-07-07,2021-06-26,Jordan Blake,83.8,Green,32,23,82,9,5,2025-04-26,,No,Yes,No,No,Medium
ACC-0401,TrustWorks HVAC Group,HVAC,WI,Growth,18,888.88,10666.56,24,2022-08-16,2024-08-05,Felix Brennan,86.4,Green,35,41,87,9,5,2025-05-14,,No,No,No,No,High
ACC-0402,BlueStar Electrical Solutions,Electrical,PA,Growth,9,721.15,8653.8,12,2019-12-28,2020-12-22,Jordan Blake,80.8,Green,32,56,49,9,4,2025-05-26,,No,Yes,No,No,Low
ACC-0403,Apex Plumbing Systems,Plumbing,NY,Pro,56,1735.72,20828.64,12,2024-09-02,2025-08-28,Omar Castillo,74.4,Green,39,44,12,8,3,2025-05-03,2025-01-16,Yes,No,No,No,Low
ACC-0404,SwiftLine HVAC Services,HVAC,AZ,Pro,34,1702.86,20434.32,12,2020-08-25,2021-08-20,Sadia Islam,71.0,Green,15,57,76,2,5,2025-06-01,2025-02-03,No,No,Yes,No,Low
ACC-0405,Apex Electrical Systems,Electrical,NC,Pro,47,1555.57,18666.84,12,2022-06-29,2023-06-24,Omar Castillo,79.0,Green,37,48,55,8,5,2025-05-27,2024-12-13,No,No,No,No,Medium
ACC-0406,National HVAC Group,HVAC,NC,Starter,2,256.61,3079.32,24,2022-02-11,2024-02-01,Emma Solis,67.0,Yellow,9,49,34,8,2,2025-05-20,,No,No,No,No,Low
ACC-0407,RapidFix Pest Control Systems,Pest Control,NV,Growth,13,834.83,10017.96,12,2019-08-23,2020-08-17,Ravi Mehta,77.6,Green,30,48,38,0,0,2025-05-07,,No,Yes,Yes,No,None
ACC-0408,Heritage Pest Control Experts,Pest Control,CA,Pro,52,1440.74,17288.88,36,2019-11-14,2022-10-29,Tanya Oluoch,69.4,Yellow,39,21,13,0,0,2025-04-23,2025-02-20,Yes,No,Yes,No,Medium
ACC-0409,Regional Plumbing Technologies,Plumbing,NC,Starter,2,396.05,4752.6,12,2022-05-04,2023-04-29,Lena Fischer,65.6,Yellow,26,40,28,0,5,2025-05-15,,Yes,No,No,No,High
ACC-0410,Regional Plumbing Services,Plumbing,MO,Growth,6,868.77,10425.24,12,2021-12-06,2022-12-01,Omar Castillo,82.2,Green,26,42,26,9,1,2025-05-27,,No,No,No,No,High
ACC-0411,BlueStar Other Technologies,Other,PA,Enterprise,77,5346.65,64159.8,12,2020-11-21,2021-11-16,Omar Castillo,89.6,Green,33,43,78,4,0,2025-05-03,2025-03-04,Yes,Yes,No,No,Medium
ACC-0412,BlueStar HVAC Solutions,HVAC,NY,Growth,16,946.24,11354.88,12,2021-08-30,2022-08-25,Lena Fischer,81.0,Green,34,59,20,7,0,2025-05-27,,No,Yes,No,No,None
ACC-0413,Summit Plumbing Technologies,Plumbing,PA,Starter,5,415.24,4982.88,12,2021-03-12,2022-03-07,Lena Fischer,85.6,Green,31,34,83,5,3,2025-05-04,,Yes,No,No,No,Medium
ACC-0414,Summit HVAC Systems,HVAC,NC,Starter,2,396.33,4755.96,12,2021-03-23,2022-03-18,Ravi Mehta,69.4,Yellow,25,18,75,0,6,2025-05-14,,Yes,Yes,No,No,Low
ACC-0415,Metro Facilities Management Services,Facilities Management,IL,Growth,17,774.99,9299.88,12,2020-01-08,2021-01-02,Lena Fischer,85.0,Green,31,42,75,2,1,2025-04-22,,Yes,No,No,No,None
ACC-0416,ProServ HVAC Experts,HVAC,GA,Growth,18,660.13,7921.56,12,2022-06-23,2023-06-18,Lena Fischer,73.8,Green,38,28,39,6,6,2025-05-25,,No,No,No,No,High
ACC-0417,Premier HVAC Systems,HVAC,IN,Starter,4,411.98,4943.76,24,2019-07-17,2021-07-06,Omar Castillo,76.0,Green,25,43,25,7,3,2025-05-17,,No,No,No,No,None
ACC-0418,Pinnacle HVAC Group,HVAC,TN,Starter,5,277.77,3333.24,12,2023-02-09,2024-02-04,Ravi Mehta,68.3,Yellow,14,40,54,5,5,2025-04-19,,No,Yes,No,No,High
ACC-0419,Heritage Pest Control Professionals,Pest Control,NV,Enterprise,163,4885.39,58624.68,12,2023-07-10,2024-07-04,Ravi Mehta,52.4,Yellow,4,36,27,5,4,2025-05-30,2024-12-11,No,Yes,No,No,Medium
ACC-0420,SwiftLine Facilities Management Systems,Facilities Management,NV,Pro,30,1378.75,16545.0,12,2024-07-25,2025-07-20,Sadia Islam,57.9,Yellow,2,60,87,3,5,2025-04-17,2025-02-27,No,No,No,No,Medium
ACC-0421,RapidFix HVAC Professionals,HVAC,CA,Pro,59,1696.44,20357.28,12,2022-12-11,2023-12-06,Emma Solis,80.5,Green,18,22,67,10,4,2025-04-18,2025-01-10,Yes,No,No,No,Low
ACC-0422,Heritage Plumbing Group,Plumbing,NV,Pro,44,1667.91,20014.92,36,2022-06-09,2025-05-24,Ravi Mehta,66.8,Yellow,1,59,88,7,2,2025-05-28,2025-01-04,No,No,No,No,High
ACC-0423,Premier Facilities Management Experts,Facilities Management,CO,Growth,18,788.61,9463.32,12,2023-06-11,2024-06-05,Ravi Mehta,83.6,Green,20,33,83,3,3,2025-04-19,,Yes,No,No,No,Low
ACC-0424,TrustWorks Pest Control Associates,Pest Control,CA,Starter,1,363.27,4359.24,12,2024-04-12,2025-04-07,Omar Castillo,82.8,Green,24,46,89,5,5,2025-05-31,,Yes,Yes,No,No,Low
ACC-0425,Regional Plumbing Associates,Plumbing,AZ,Pro,43,1495.37,17944.44,24,2020-06-08,2022-05-29,Omar Castillo,83.0,Green,29,37,60,3,1,2025-05-21,2025-02-28,No,No,No,No,High
ACC-0426,National HVAC Solutions,HVAC,MO,Pro,32,1724.45,20693.4,24,2024-06-20,2026-06-10,Emma Solis,80.2,Green,21,25,31,4,0,2025-05-11,2024-12-30,No,No,No,No,Low
ACC-0427,Heritage HVAC Works,HVAC,WA,Enterprise,116,5575.85,66910.2,12,2020-08-29,2021-08-24,Sadia Islam,51.5,Yellow,6,14,74,1,4,2025-05-31,2024-12-28,No,No,No,No,None
ACC-0428,RapidFix Pest Control Associates,Pest Control,FL,Growth,14,911.27,10935.24,12,2020-09-02,2021-08-28,Tanya Oluoch,77.5,Green,19,40,89,1,5,2025-05-25,,No,No,No,No,Low
ACC-0429,National Electrical Partners,Electrical,MN,Starter,3,349.86,4198.32,12,2020-12-03,2021-11-28,Emma Solis,76.4,Green,23,13,60,4,0,2025-05-26,,No,No,No,No,None
ACC-0430,National HVAC Services,HVAC,TX,Starter,5,399.87,4798.44,24,2023-12-31,2025-12-20,Lena Fischer,62.8,Yellow,33,6,40,6,3,2025-04-23,,No,Yes,Yes,No,Medium
ACC-0431,OneCall Facilities Management Experts,Facilities Management,CA,Enterprise,69,5363.33,64359.96,24,2020-05-29,2022-05-19,Omar Castillo,76.0,Green,39,33,25,9,4,2025-04-24,2025-03-30,No,Yes,No,No,Medium
ACC-0432,Dynamic Facilities Management Systems,Facilities Management,CA,Starter,5,345.88,4150.56,12,2023-09-18,2024-09-12,Omar Castillo,59.9,Yellow,10,56,27,5,4,2025-05-12,,No,No,No,No,Medium
ACC-0433,Regional HVAC Works,HVAC,NV,Starter,4,370.27,4443.24,12,2022-04-10,2023-04-05,Felix Brennan,83.6,Green,34,40,53,9,3,2025-05-14,,No,No,No,No,Medium
ACC-0434,Apex Landscaping Partners,Landscaping,WA,Enterprise,81,5446.69,65360.28,12,2021-10-24,2022-10-19,Jordan Blake,57.0,Yellow,8,59,10,0,0,2025-04-22,2025-03-05,No,Yes,No,No,Low
ACC-0435,Premier Facilities Management Experts,Facilities Management,PA,Growth,8,901.45,10817.4,12,2024-04-13,2025-04-08,Emma Solis,50.5,Yellow,13,0,51,5,3,2025-04-22,,No,No,No,No,None
ACC-0436,TrustWorks HVAC Professionals,HVAC,AZ,Starter,5,340.45,4085.4,24,2021-07-24,2023-07-14,Lena Fischer,72.8,Green,9,31,98,3,3,2025-04-21,,No,Yes,Yes,No,Low
ACC-0437,Summit Plumbing Solutions,Plumbing,PA,Starter,2,405.32,4863.84,12,2021-01-10,2022-01-05,Emma Solis,64.8,Yellow,33,13,32,8,6,2025-05-28,,No,Yes,No,No,None
ACC-0438,SwiftLine Electrical Professionals,Electrical,WA,Growth,6,739.15,8869.8,12,2019-06-17,2020-06-11,Tanya Oluoch,77.2,Green,26,16,72,2,1,2025-05-31,,No,No,No,No,None
ACC-0439,Reliable HVAC Professionals,HVAC,OH,Growth,10,940.1,11281.2,24,2022-02-08,2024-01-29,Sadia Islam,74.2,Green,16,47,56,8,5,2025-05-08,,No,No,Yes,No,Medium
ACC-0440,Pinnacle HVAC Professionals,HVAC,NY,Starter,4,317.04,3804.48,24,2023-02-06,2025-01-26,Tanya Oluoch,53.7,Yellow,6,25,16,8,6,2025-04-21,,No,Yes,Yes,No,High
ACC-0441,BlueStar HVAC Systems,HVAC,IL,Growth,11,950.07,11400.84,24,2023-02-02,2025-01-22,Ravi Mehta,48.9,Yellow,1,20,33,2,1,2025-05-26,,No,No,Yes,No,Medium
ACC-0442,National Electrical Experts,Electrical,AZ,Starter,2,401.61,4819.32,36,2021-03-27,2024-03-11,Sadia Islam,86.3,Green,15,50,83,8,1,2025-05-15,,No,Yes,No,No,High
ACC-0443,Reliable Facilities Management Associates,Facilities Management,IN,Pro,34,1407.35,16888.2,12,2021-08-14,2022-08-09,Tanya Oluoch,50.6,Yellow,1,36,52,4,6,2025-04-23,2025-04-03,No,No,No,No,None
ACC-0444,OneCall HVAC Works,HVAC,OH,Starter,1,280.81,3369.72,12,2021-04-09,2022-04-04,Lena Fischer,83.6,Green,33,58,73,1,1,2025-04-25,,No,Yes,No,No,None
ACC-0445,Reliable Pest Control Experts,Pest Control,IN,Pro,26,1385.22,16622.64,24,2021-06-16,2023-06-06,Jordan Blake,66.0,Yellow,35,12,32,0,0,2025-04-24,2025-01-03,No,No,No,No,Medium
ACC-0446,Heritage Plumbing Group,Plumbing,OR,Growth,12,839.21,10070.52,12,2021-08-16,2022-08-11,Jordan Blake,51.8,Yellow,12,1,45,4,1,2025-04-26,,No,Yes,No,No,None
ACC-0447,Regional Facilities Management Services,Facilities Management,FL,Starter,2,397.55,4770.6,12,2022-08-12,2023-08-07,Jordan Blake,64.8,Yellow,9,41,83,2,6,2025-05-13,,No,No,No,No,Low
ACC-0448,Apex Facilities Management Systems,Facilities Management,CA,Starter,1,348.96,4187.52,12,2022-01-18,2023-01-13,Tanya Oluoch,83.2,Green,37,31,21,9,0,2025-04-22,,No,No,No,No,None
ACC-0449,Summit HVAC Group,HVAC,TN,Starter,4,321.59,3859.08,36,2023-08-20,2026-08-04,Ravi Mehta,61.8,Yellow,3,7,87,10,0,2025-05-07,,Yes,Yes,No,No,None
ACC-0450,Elite Pest Control Associates,Pest Control,PA,Starter,4,276.51,3318.12,36,2021-05-03,2024-04-17,Lena Fischer,74.2,Green,15,12,89,3,0,2025-05-05,,No,No,No,No,None
ACC-0451,SwiftLine Plumbing Systems,Plumbing,WI,Growth,14,892.73,10712.76,12,2019-12-30,2020-12-24,Felix Brennan,51.8,Yellow,11,6,21,4,0,2025-05-24,,No,Yes,No,No,Low
ACC-0452,Allied HVAC Technologies,HVAC,OR,Starter,2,256.96,3083.52,24,2024-01-11,2025-12-31,Tanya Oluoch,70.2,Green,23,22,58,1,6,2025-04-24,,No,Yes,No,No,None
ACC-0453,Heritage HVAC Partners,HVAC,OH,Pro,49,1371.97,16463.64,12,2020-12-16,2021-12-11,Omar Castillo,84.2,Green,22,35,51,8,2,2025-05-19,2025-04-26,No,Yes,No,No,None
ACC-0454,Premier Plumbing Solutions,Plumbing,NV,Starter,1,323.62,3883.44,24,2021-06-11,2023-06-01,Ravi Mehta,80.4,Green,30,14,81,7,2,2025-04-23,,Yes,No,Yes,No,High
ACC-0455,Allied Electrical Technologies,Electrical,AZ,Growth,18,681.88,8182.56,12,2020-02-15,2021-02-09,Emma Solis,66.6,Yellow,21,20,43,2,6,2025-05-30,,No,Yes,Yes,No,None
ACC-0456,Regional Landscaping Professionals,Landscaping,OR,Growth,17,961.91,11542.92,36,2022-07-30,2025-07-14,Lena Fischer,88.8,Green,23,27,49,9,0,2025-04-19,,No,No,No,No,High
ACC-0457,SwiftLine Landscaping Services,Landscaping,NY,Pro,36,1669.53,20034.36,12,2020-01-04,2020-12-29,Felix Brennan,73.0,Green,29,27,10,1,0,2025-04-30,2025-04-01,Yes,Yes,Yes,No,High
ACC-0458,Allied HVAC Experts,HVAC,NY,Growth,17,700.32,8403.84,12,2024-09-13,2025-09-08,Lena Fischer,64.7,Yellow,10,27,76,0,4,2025-04-20,,No,No,Yes,No,Low
ACC-0459,TrustWorks Facilities Management Group,Facilities Management,GA,Growth,8,968.68,11624.16,12,2023-05-13,2024-05-07,Lena Fischer,49.9,Yellow,5,12,75,0,3,2025-05-29,,No,No,No,No,Medium
ACC-0460,BlueStar HVAC Services,HVAC,TX,Starter,3,313.54,3762.48,12,2022-05-22,2023-05-17,Lena Fischer,72.5,Green,19,12,61,2,0,2025-04-26,,No,Yes,No,No,Medium
ACC-0461,Heritage Pest Control Solutions,Pest Control,MN,Growth,13,784.9,9418.8,12,2020-07-23,2021-07-18,Jordan Blake,73.6,Green,21,12,95,3,4,2025-05-16,,No,No,No,No,Low
ACC-0462,Dynamic Electrical Systems,Electrical,NY,Starter,5,293.71,3524.52,36,2020-03-10,2023-02-23,Lena Fischer,29.2,Red,1,2,17,4,3,2025-05-13,,No,No,Yes,Yes,None
ACC-0463,ProServ HVAC Experts,HVAC,MO,Pro,57,1674.55,20094.6,12,2022-01-13,2023-01-08,Felix Brennan,42.9,Yellow,2,1,93,4,4,2025-05-28,2024-12-09,No,No,Yes,No,Medium
ACC-0464,Elite Other Associates,Other,IN,Starter,1,306.23,3674.76,12,2020-05-18,2021-05-13,Felix Brennan,74.8,Green,39,38,74,0,6,2025-05-07,,No,No,No,No,None
ACC-0465,BlueStar Electrical Professionals,Electrical,AZ,Starter,1,387.96,4655.52,24,2021-07-22,2023-07-12,Felix Brennan,63.1,Yellow,6,26,58,1,1,2025-05-29,,No,No,No,No,Low
ACC-0466,Allied HVAC Group,HVAC,NC,Starter,3,326.0,3912.0,36,2020-08-05,2023-07-21,Felix Brennan,77.8,Green,37,36,24,9,3,2025-05-22,,No,No,No,No,None
ACC-0467,Allied HVAC Partners,HVAC,NY,Starter,4,388.97,4667.64,12,2022-06-12,2023-06-07,Emma Solis,46.6,Yellow,5,26,17,2,5,2025-04-28,,Yes,Yes,No,No,High
ACC-0468,Reliable Landscaping Partners,Landscaping,MO,Pro,25,2078.82,24945.84,12,2024-10-23,2025-10-18,Felix Brennan,56.6,Yellow,32,1,19,8,3,2025-05-24,2025-03-22,Yes,No,No,No,Low
ACC-0469,Premier Plumbing Systems,Plumbing,IN,Growth,16,762.41,9148.92,24,2019-06-24,2021-06-13,Ravi Mehta,47.4,Yellow,3,51,13,4,4,2025-05-12,,No,No,Yes,No,Low
ACC-0470,Reliable Plumbing Solutions,Plumbing,NV,Pro,25,1521.12,18253.44,12,2021-09-03,2022-08-29,Emma Solis,72.1,Green,10,32,73,10,6,2025-04-20,2025-01-14,No,No,No,No,High
ACC-0471,Summit HVAC Works,HVAC,VA,Growth,6,820.53,9846.36,36,2020-09-12,2023-08-28,Emma Solis,72.2,Green,16,57,21,9,3,2025-05-30,,No,No,No,No,Low
ACC-0472,Heritage Pest Control Solutions,Pest Control,AZ,Growth,12,722.29,8667.48,12,2021-07-12,2022-07-07,Emma Solis,88.8,Green,29,37,94,10,5,2025-04-22,,Yes,No,No,No,Medium
ACC-0473,Apex Plumbing Group,Plumbing,MN,Pro,54,1479.15,17749.8,24,2020-11-24,2022-11-14,Omar Castillo,57.2,Yellow,1,17,67,8,2,2025-06-01,2025-03-24,No,Yes,No,No,Low
ACC-0474,RapidFix Landscaping Associates,Landscaping,GA,Starter,5,379.14,4549.68,36,2024-01-16,2026-12-31,Omar Castillo,84.0,Green,17,34,79,2,0,2025-05-15,,No,No,No,No,None
ACC-0475,Metro HVAC Group,HVAC,AZ,Pro,36,1599.96,19199.52,24,2020-04-05,2022-03-26,Lena Fischer,79.6,Green,38,36,18,6,0,2025-05-28,2025-03-09,Yes,No,No,No,Medium
ACC-0476,Dynamic Other Services,Other,CO,Growth,10,978.05,11736.6,12,2024-04-23,2025-04-18,Omar Castillo,48.1,Yellow,6,14,37,7,5,2025-05-21,,No,Yes,No,No,Medium
ACC-0477,Apex HVAC Partners,HVAC,NY,Growth,15,893.93,10727.16,12,2023-05-05,2024-04-29,Ravi Mehta,77.0,Green,23,58,45,4,3,2025-04-23,,Yes,No,No,No,None
ACC-0478,RapidFix Pest Control Solutions,Pest Control,NC,Pro,37,1297.44,15569.28,24,2022-08-05,2024-07-25,Omar Castillo,55.2,Yellow,4,30,71,1,6,2025-04-24,2024-12-16,Yes,No,Yes,No,High
ACC-0479,National Electrical Associates,Electrical,IL,Growth,8,698.53,8382.36,12,2021-11-23,2022-11-18,Omar Castillo,67.6,Yellow,33,54,23,3,6,2025-05-07,,No,No,No,No,Low
ACC-0480,National Electrical Services,Electrical,NY,Growth,19,713.95,8567.4,24,2022-04-03,2024-03-23,Felix Brennan,62.9,Yellow,5,20,53,9,2,2025-05-25,,No,No,No,No,None
ACC-0481,Dynamic Facilities Management Services,Facilities Management,GA,Pro,43,1477.29,17727.48,24,2024-08-15,2026-08-05,Jordan Blake,66.4,Yellow,22,7,19,7,0,2025-04-24,2024-12-16,No,Yes,No,No,Medium
ACC-0482,Allied Other Services,Other,TX,Starter,2,270.6,3247.2,12,2022-08-30,2023-08-25,Sadia Islam,73.4,Green,23,38,17,6,3,2025-04-24,,No,Yes,No,No,Medium
ACC-0483,Dynamic HVAC Partners,HVAC,IL,Starter,4,418.38,5020.56,12,2023-03-29,2024-03-23,Omar Castillo,78.4,Green,27,31,62,0,2,2025-06-01,,No,No,No,No,Medium
ACC-0484,Dynamic Plumbing Solutions,Plumbing,GA,Growth,5,813.75,9765.0,12,2023-10-20,2024-10-14,Sadia Islam,75.9,Green,14,12,74,9,0,2025-05-09,,No,No,No,No,Low
ACC-0485,Regional HVAC Technologies,HVAC,CA,Pro,46,1551.58,18618.96,12,2021-01-13,2022-01-08,Emma Solis,81.4,Green,25,40,52,9,4,2025-06-01,2025-01-14,No,Yes,Yes,No,Low
ACC-0486,Metro HVAC Systems,HVAC,TX,Starter,4,324.56,3894.72,24,2024-05-10,2026-04-30,Lena Fischer,71.2,Green,19,25,27,5,4,2025-05-26,,Yes,Yes,No,No,None
ACC-0487,OneCall Landscaping Associates,Landscaping,WI,Starter,5,388.22,4658.64,24,2020-10-27,2022-10-17,Omar Castillo,44.4,Yellow,3,0,78,0,0,2025-05-07,,No,No,No,No,Low
ACC-0488,Dynamic HVAC Partners,HVAC,IL,Starter,5,352.08,4224.96,12,2024-09-10,2025-09-05,Lena Fischer,58.8,Yellow,0,59,44,7,1,2025-04-22,,No,Yes,No,No,None
ACC-0489,Heritage HVAC Experts,HVAC,CA,Pro,53,1481.28,17775.36,24,2023-07-16,2025-07-05,Sadia Islam,72.3,Green,14,27,54,9,5,2025-05-03,2024-12-12,No,No,No,No,Medium
ACC-0490,Reliable Landscaping Services,Landscaping,CA,Enterprise,104,4285.55,51426.6,36,2020-02-08,2023-01-23,Tanya Oluoch,69.4,Yellow,32,20,42,5,6,2025-04-19,2025-01-13,No,No,No,No,Medium
ACC-0491,TrustWorks HVAC Partners,HVAC,MO,Growth,9,928.57,11142.84,12,2024-02-26,2025-02-20,Emma Solis,53.8,Yellow,8,60,34,2,5,2025-04-23,,No,No,Yes,No,High
ACC-0492,SwiftLine Pest Control Experts,Pest Control,TN,Growth,11,687.53,8250.36,36,2021-01-22,2024-01-07,Ravi Mehta,53.6,Yellow,31,10,13,3,6,2025-04-19,,No,Yes,No,No,Medium
ACC-0493,BlueStar Electrical Services,Electrical,TN,Growth,6,902.17,10826.04,24,2019-10-16,2021-10-05,Omar Castillo,66.8,Yellow,15,52,15,4,2,2025-04-24,,No,No,No,No,Medium
ACC-0494,RapidFix HVAC Partners,HVAC,WI,Growth,12,932.89,11194.68,12,2019-06-25,2020-06-19,Emma Solis,66.2,Yellow,32,4,60,7,3,2025-05-28,,No,No,No,No,Medium
ACC-0495,BlueStar Landscaping Professionals,Landscaping,MO,Starter,3,297.18,3566.16,12,2021-10-23,2022-10-18,Tanya Oluoch,76.2,Green,34,56,56,1,3,2025-05-26,,Yes,No,No,No,Low
ACC-0496,Dynamic HVAC Associates,HVAC,WI,Growth,19,963.35,11560.2,36,2022-04-15,2025-03-30,Felix Brennan,82.8,Green,34,47,59,9,4,2025-04-30,,No,No,Yes,No,Medium
ACC-0497,Metro HVAC Associates,HVAC,MO,Enterprise,94,5504.65,66055.8,12,2020-01-01,2020-12-26,Lena Fischer,62.4,Yellow,8,16,58,3,0,2025-05-08,2025-02-27,No,No,No,No,Low
ACC-0498,SwiftLine Electrical Professionals,Electrical,TX,Pro,57,1644.77,19737.24,12,2022-05-03,2023-04-28,Tanya Oluoch,76.6,Green,36,50,23,2,0,2025-05-07,2025-03-23,No,Yes,Yes,No,Low
ACC-0499,TrustWorks HVAC Systems,HVAC,TN,Starter,1,256.6,3079.2,12,2020-09-14,2021-09-09,Jordan Blake,51.0,Yellow,1,4,98,8,3,2025-05-25,,Yes,Yes,No,No,High
ACC-0500,National Electrical Technologies,Electrical,FL,Starter,3,285.29,3423.48,12,2021-07-25,2022-07-20,Felix Brennan,60.8,Yellow,3,58,40,8,2,2025-04-25,,Yes,No,No,No,High
ACC-0501,Summit Pest Control Services,Pest Control,TX,Pro,55,1803.05,21636.6,12,2020-07-04,2021-06-29,Felix Brennan,82.0,Green,26,55,85,5,6,2025-05-20,2025-04-28,No,No,No,No,None
ACC-0502,Dynamic Facilities Management Systems,Facilities Management,VA,Starter,3,410.79,4929.48,24,2022-09-17,2024-09-06,Lena Fischer,43.2,Yellow,4,21,12,0,3,2025-05-15,,Yes,Yes,Yes,No,High
ACC-0503,Summit HVAC Systems,HVAC,NV,Pro,25,1858.65,22303.8,12,2023-05-12,2024-05-06,Felix Brennan,62.4,Yellow,0,51,67,8,2,2025-04-25,2025-02-23,No,Yes,Yes,No,Medium
ACC-0504,Heritage Pest Control Solutions,Pest Control,TN,Pro,47,1620.16,19441.92,12,2020-07-19,2021-07-14,Ravi Mehta,87.4,Green,24,34,82,9,4,2025-04-24,2025-01-05,Yes,No,No,No,High
ACC-0505,Dynamic Electrical Solutions,Electrical,WA,Growth,8,775.79,9309.48,36,2023-03-28,2026-03-12,Lena Fischer,60.4,Yellow,39,4,56,0,2,2025-05-03,,Yes,No,No,No,High
ACC-0506,SwiftLine Electrical Solutions,Electrical,TN,Starter,2,257.81,3093.72,12,2019-11-26,2020-11-20,Omar Castillo,88.0,Green,22,29,90,8,4,2025-06-01,,No,Yes,Yes,No,Medium
ACC-0507,Metro Landscaping Solutions,Landscaping,IN,Enterprise,178,4404.39,52852.68,12,2022-04-11,2023-04-06,Emma Solis,77.6,Green,29,31,68,4,5,2025-05-14,2025-01-24,No,Yes,Yes,No,Low
ACC-0508,National Electrical Experts,Electrical,OR,Starter,5,320.39,3844.68,24,2020-03-09,2022-02-27,Felix Brennan,55.4,Yellow,11,10,28,9,3,2025-05-28,,No,Yes,No,No,Medium
ACC-0509,Allied HVAC Associates,HVAC,OH,Starter,5,311.15,3733.8,12,2021-01-22,2022-01-17,Lena Fischer,62.5,Yellow,2,20,65,8,1,2025-05-24,,No,No,Yes,No,None
ACC-0510,BlueStar HVAC Solutions,HVAC,NC,Enterprise,162,4077.18,48926.16,12,2023-05-13,2024-05-07,Omar Castillo,74.5,Green,17,60,16,7,1,2025-05-02,2025-03-18,No,No,No,No,Medium
ACC-0511,Metro HVAC Solutions,HVAC,VA,Starter,5,361.36,4336.32,24,2024-07-12,2026-07-02,Ravi Mehta,71.1,Green,10,44,43,7,1,2025-05-28,,No,No,No,No,None
